id,complexity,type,topic,image_url,question,choices
DQkolbTRdyz3Yaiq,1,true-false,school,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_qgpy0xdj3awurmly.png,is there anything else that is the same shape as the small yellow metal object?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
1XsRSh288hAgPs8h,2,numeric,construction-site,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_vd2ns55aqepjgz52.png,how many red objects are tiny cranes or hard hats?,"[{'key': 'a', 'value': '1'}, {'key': 'b', 'value': '0'}]"
v8ev3cWYg6Dq9Zjj,3,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_0yaug22l8n4q6d01.png,what material is the green thing that is the same size as the green rubber television?,"[{'key': 'a', 'value': 'metal'}, {'key': 'b', 'value': 'rubber'}]"
Kcf7YvhMCDZPGVM5,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_40g9zymncs812b8z.png,how many small things are either metal coffee tables or green televisions?,"[{'key': 'a', 'value': '1'}, {'key': 'b', 'value': '0'}]"
1cQRD2GgynecJ9GM,3,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_g5fzm7fxj2latvap.png,the green metal thing has what size?,"[{'key': 'a', 'value': 'large'}, {'key': 'b', 'value': 'small'}]"
vSfhPe5oKMSbsIbM,3,mcq,construction-site,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ajzv81lplrypralm.png,there is another yellow thing that is the same shape as the yellow metal thing; what is its material?,"[{'key': 'a', 'value': 'rubber'}, {'key': 'b', 'value': 'metal'}]"
XADwhRjxV2R2Iorv,1,true-false,school,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_hk0qwwh04aw3ygo0.png,is there any other thing that has the same shape as the big purple metal object?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
ocx7g6k6gVNayyhr,2,numeric,medical-field,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_srhfz7y2imb40kwn.png,what number of other objects are the same shape as the gray metal object?,"[{'key': 'a', 'value': '0'}, {'key': 'b', 'value': '1'}]"
6zq9zIQ7GLKwiJ54,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_q9u5fg7cdmsxrj7e.png,what number of bookshelfs are tiny yellow objects or blue metal things?,"[{'key': 'a', 'value': '2'}, {'key': 'b', 'value': '1'}]"
TYRDxaE7y5UZib3Z,1,true-false,office,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_5qwt1xxyh77uq290.png,is there any other thing that has the same color as the small laptop?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
qnazbdzfOFujzz8p,3,mcq,medical-field,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_3i44lus1adxa6tgg.png,there is a thing that is the same color as the iv fluid bag; what is it made of?,"[{'key': 'a', 'value': 'metal'}, {'key': 'b', 'value': 'rubber'}]"
az0ZHWppwxzIcMon,3,mcq,uae,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_j9vjnzhfsoqszu9n.png,what size is the gray thing that is the same shape as the yellow metal thing?,"[{'key': 'a', 'value': 'large'}, {'key': 'b', 'value': 'small'}]"
enWrMivO3fuSLeX1,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_5n09212t02rn0vnm.png,how many other objects are the same material as the small cyan coffee table?,"[{'key': 'a', 'value': '1'}, {'key': 'b', 'value': '0'}]"
XR3eWrJ0V2X3igKm,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_bqjbcan51j0uhxwa.png,what number of metal things are either cyan things or small blue floor lamps?,"[{'key': 'a', 'value': '3'}, {'key': 'b', 'value': '1'}]"
ibCl8y32vx8tZJqI,4,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_5yrzzax7xdpfozhe.png,what is the color of the sofa that is the same size as the rubber bookshelf?,"[{'key': 'a', 'value': 'green'}, {'key': 'b', 'value': 'cyan'}, {'key': 'c', 'value': 'yellow'}, {'key': 'd', 'value': 'purple'}]"
RFjW7gBfTFLVKcBr,2,numeric,medical-field,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_efjzhz0sra528bt9.png,how many other iv fluid bags have the same color as the iv fluid bag?,"[{'key': 'a', 'value': '0'}, {'key': 'b', 'value': '1'}]"
grd1f3iIRNmna5aJ,4,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_rzqqvx2pr8eycoi3.png,what shape is the metal thing that is the same size as the brown television?,"[{'key': 'a', 'value': 'television'}, {'key': 'b', 'value': 'bookshelf'}, {'key': 'c', 'value': 'sofa'}]"
Wuf6PMzWOOkKgayJ,1,true-false,office,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_oirshfbn5ytneia1.png,is there any other thing that is the same shape as the large green metal thing?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
bwg7dc4JzY7w28Ea,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_0qr3b1ytoag4brq5.png,is there a big gray metal thing?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
ZJ8g1C7IVLL0DMVu,2,numeric,school,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_b7qkmqb8ms2nbo2j.png,what number of things are made of the same material as the big purple backpack?,"[{'key': 'a', 'value': '3'}, {'key': 'b', 'value': '4'}]"
tQTqgoHmFqBqi2T3,4,mcq,school,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_t7k0vf6tzftw4kgm.png,there is a green metal thing that is the same size as the yellow rubber ruler; what is its shape?,"[{'key': 'a', 'value': 'lunch box'}, {'key': 'b', 'value': 'notebook'}, {'key': 'c', 'value': 'pencil'}]"
9yLSaRaMNoNdFOdz,4,mcq,kitchen,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_n5asvdplguc4um92.png,the large rubber thing is what color?,"[{'key': 'a', 'value': 'blue'}, {'key': 'b', 'value': 'purple'}, {'key': 'c', 'value': 'cyan'}, {'key': 'd', 'value': 'yellow'}, {'key': 'e', 'value': 'gray'}]"
NFzyhuvLcXFOCH6m,2,numeric,construction-site,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_7o5tnquuu2smk3ng.png,how many tiny objects are there?,"[{'key': 'a', 'value': '3'}, {'key': 'b', 'value': '4'}]"
Fo3TIyhvGwFmYwTR,4,mcq,animals,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_5p5w6015zsumkury.png,the tiny rubber object that is the same shape as the red metal object is what color?,"[{'key': 'a', 'value': 'cyan'}, {'key': 'b', 'value': 'gray'}, {'key': 'c', 'value': 'green'}, {'key': 'd', 'value': 'yellow'}]"
CYNAK90j5W51BkfL,4,mcq,office,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_d16wpkbym0jophcx.png,what shape is the thing that is made of the same material as the pen holder?,"[{'key': 'a', 'value': 'chair'}, {'key': 'b', 'value': 'calculator'}, {'key': 'c', 'value': 'laptop'}, {'key': 'd', 'value': 'coffee mug'}]"
2PvJfkC6OozGuDBa,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ufv9bokfn5eh7y3l.png,are there more big cyan rubber things than large gray objects?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
Mi1AQzWspuDDClY8,3,mcq,kitchen,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_eygn1r43yb0jc0qa.png,what is the material of the object that is the same color as the small fork?,"[{'key': 'a', 'value': 'rubber'}, {'key': 'b', 'value': 'metal'}]"
Ql91lOTludj7DGRe,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_tsepd3q4v18c1nm8.png,is the size of the television the same as the coffee table?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
8B3XdFEAqo5ilMB1,4,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_4mnuvq2vs9udpknl.png,what is the color of the metal object that is the same shape as the small yellow rubber object?,"[{'key': 'a', 'value': 'blue'}, {'key': 'b', 'value': 'gray'}, {'key': 'c', 'value': 'red'}, {'key': 'd', 'value': 'brown'}]"
F50nmaqpVeTUsiPz,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_mj0b5thdp8fdqtav.png,is there a cyan coffee table of the same size as the blue rubber sofa?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
ARhgP1qRY8PaOmDs,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_3j6xtzcp1l4t3pl2.png,how many big objects are there?,"[{'key': 'a', 'value': '3'}, {'key': 'b', 'value': '5'}]"
w0UxLZVt2cUPQGiH,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_9eyf17enqwkscoys.png,what number of tiny things have the same material as the large purple object?,"[{'key': 'a', 'value': '2'}, {'key': 'b', 'value': '3'}]"
IgLeQyPLOYZYhupt,4,mcq,office,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_aljl3zjk3k0rb648.png,the rubber thing that is the same color as the big laptop is what shape?,"[{'key': 'a', 'value': 'pen holder'}, {'key': 'b', 'value': 'laptop'}, {'key': 'c', 'value': 'calculator'}, {'key': 'd', 'value': 'coffee mug'}]"
z7DKVUGEeYU98g2P,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_vx106tmsmvg0yg5x.png,what number of other objects are the same shape as the small purple metal object?,"[{'key': 'a', 'value': '3'}, {'key': 'b', 'value': '1'}]"
dEaTuKRKuwZLELWH,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_zzri3pcbbjkv5fws.png,what number of coffee tables have the same size as the yellow rubber bookshelf?,"[{'key': 'a', 'value': '2'}, {'key': 'b', 'value': '3'}]"
tChkvvtYidDFRGkU,2,numeric,construction-site,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_791bworl6ye2kycp.png,what number of other objects are the same size as the rubber hard hat?,"[{'key': 'a', 'value': '1'}, {'key': 'b', 'value': '2'}]"
R53foWjRtcrF02Vq,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ej7f1tp2zwji69k8.png,is there a small purple metal coffee table?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
pYzMQyjJElqvHKsD,2,numeric,underwater,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_gtrn8mjehe1ekas6.png,how many rubber things are either corals or yellow objects?,"[{'key': 'a', 'value': '1'}, {'key': 'b', 'value': '0'}]"
CXQnckupg3xtjClX,3,mcq,medical-field,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_7a82gjtuiu437abb.png,what size is the gray hospital bed?,"[{'key': 'a', 'value': 'large'}, {'key': 'b', 'value': 'small'}]"
L78UU2iKVp9snOIV,3,mcq,medical-field,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_bybfzg5zkvfhgxl1.png,what is the small purple object made of?,"[{'key': 'a', 'value': 'rubber'}, {'key': 'b', 'value': 'metal'}]"
fLnTZFkkK8rGkMp2,3,mcq,fashion,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_asqtisb5df33zjso.png,there is a cyan object that is the same shape as the yellow rubber object; what is its size?,"[{'key': 'a', 'value': 'large'}, {'key': 'b', 'value': 'small'}]"
8PX3sggSyZCJPDcI,1,true-false,animals,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_f98lami23ymzeppc.png,are there more small yellow things than blue fishes?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
AZnu46SqK7reQf7L,2,numeric,construction-site,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_68bzvqclmj6jnlx0.png,how many small objects are there?,"[{'key': 'a', 'value': '4'}, {'key': 'b', 'value': '6'}]"
zq8GxMrUn6feidLG,2,numeric,office,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_tz8mvuxqe54p6gyp.png,how many cyan things are tiny things or rubber objects?,"[{'key': 'a', 'value': '0'}, {'key': 'b', 'value': '1'}]"
6VSpCdHdpkjKIihv,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_3yzgtx2vv7dfsx3i.png,are there any other things that have the same shape as the small green object?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
T6j0I8Ksn9OMKELz,2,numeric,animals,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_bhvds583odbiptej.png,how many other things are there of the same size as the rubber bird?,"[{'key': 'a', 'value': '1'}, {'key': 'b', 'value': '3'}]"
bBSKXPpU5M9zR78E,1,true-false,animals,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_0cjt3emtlke5xyt6.png,is the number of cats less than the number of brown metal dogs?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
junyfo9uYDKdYtTZ,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_8ldfjllk389t979z.png,is there any other thing that is the same material as the gray screwdriver?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
H9FHmIwHtDbMIOMO,1,true-false,uae,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_y0z9a269i4lel1si.png,are there any purple falcons that have the same material as the blue thing?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
X7vqKk4dNyuBTrwz,2,numeric,uae,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_4hdfkqqpncae15ll.png,how many dallahs are cyan rubber things or big purple rubber things?,"[{'key': 'a', 'value': '0'}, {'key': 'b', 'value': '1'}]"
MUHndOsL0BAirhzr,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_w5mq4zayzrdnodqb.png,is the shape of the purple rubber thing the same as the small rubber object?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
zwXvSY0ktpKi9DIJ,1,true-false,construction-site,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_q453hio6aqc5cl5c.png,are there fewer red metal cranes than large yellow metal things?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
IY544KQZNypEOOYd,3,mcq,construction-site,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_hjzcan8zlcp0lx2j.png,there is a blue wheelbarrow that is the same size as the red thing; what material is it?,"[{'key': 'a', 'value': 'metal'}, {'key': 'b', 'value': 'rubber'}]"
IPDlJQpc8SRU2RFv,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_7erzakx2bt8di859.png,is the yellow rubber object the same shape as the green metal object?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
zEE50QTAXH43j3V0,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_0n7evh4t176ct5bb.png,is there a gray television that has the same size as the brown thing?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
xv8dh8aX9xhOYFar,3,mcq,fashion,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ti2s4p3gjj5k2jom.png,there is a blue thing that is the same size as the cyan shoe; what is it made of?,"[{'key': 'a', 'value': 'metal'}, {'key': 'b', 'value': 'rubber'}]"
a2o3cIOvPljgMHPw,3,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_gq4fvpk0t07wrzch.png,the cyan rubber coffee table is what size?,"[{'key': 'a', 'value': 'small'}, {'key': 'b', 'value': 'large'}]"
W4dsDNoEz7Lwe9jh,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_1ztrsk6wwwa439ex.png,is there any other thing that is made of the same material as the purple floor lamp?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
oc6W5I5cDzs6DZPR,3,mcq,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_sw1y1pjrcsfmqw09.png,the purple object that is the same shape as the green rubber object is what size?,"[{'key': 'a', 'value': 'large'}, {'key': 'b', 'value': 'small'}]"
B0q5C7aQ0Uo7KDNK,2,numeric,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_o5kt0hc9anoamrr3.png,how many other objects are the same color as the large mechanic overalls?,"[{'key': 'a', 'value': '0'}, {'key': 'b', 'value': '1'}]"
QL73ZiFHF52ASHyJ,2,numeric,medical-field,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_lt3rxp7czfmhz0xh.png,how many other things are there of the same shape as the small yellow rubber object?,"[{'key': 'a', 'value': '0'}, {'key': 'b', 'value': '1'}]"
o5MZLEpN8ENJAiVU,3,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_qxdshevbo5pgaolf.png,what material is the tiny cyan thing?,"[{'key': 'a', 'value': 'rubber'}, {'key': 'b', 'value': 'metal'}]"
TBImzOtR2LvRVaIK,1,true-false,fashion,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_y0y4hckd0a7wriob.png,is the number of metal shoes less than the number of shoes?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
WPYiuRxI95AxKaQX,1,true-false,office,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_jnj4hjark7gtjs2s.png,are there any other things that have the same color as the big metal coffee mug?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
1j7wW0B7vS39eHrA,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_t3v3le908fzrvaqr.png,is the number of small green metal coffee tables less than the number of large metal bookshelfs?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
ZYK93V3IRs4jWTww,3,mcq,fashion,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_fdj01pyxdxkskod3.png,what is the size of the purple metal object that is the same shape as the small red rubber object?,"[{'key': 'a', 'value': 'large'}, {'key': 'b', 'value': 'small'}]"
xDuFQHxkClr8DhDB,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_8xtfypwtnczp1ijf.png,is there anything else that has the same shape as the large green object?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
8aqv6HlKYjNl8NKu,3,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_n3oh4ur50hzwa5y6.png,what is the material of the coffee table?,"[{'key': 'a', 'value': 'rubber'}, {'key': 'b', 'value': 'metal'}]"
BnPIUPgLtLcgcMnA,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_656kblhdv2f03wxc.png,what number of other objects are the same size as the green sofa?,"[{'key': 'a', 'value': '5'}, {'key': 'b', 'value': '3'}]"
pnMD5ze89UxO37vF,1,true-false,fashion,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_m4h9gfjd2ntktsbh.png,are there any yellow metal shoes that have the same size as the blue rubber shirt?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
F3xi3o4omiQfIOuX,2,numeric,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_o3mlx6lplcfg3hxg.png,what number of large blue rubber hammers are there?,"[{'key': 'a', 'value': '1'}, {'key': 'b', 'value': '0'}]"
tNr9amesybuddUXb,1,true-false,school,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_yd1zij8iirs3jimw.png,is there any other thing that has the same shape as the gray rubber thing?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
od5RIq2FsFiFShXG,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_uilfb3w6k1rwmk3d.png,do the tiny rubber object and the large green metal thing have the same shape?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
U3RrUhDhNlRU7uzO,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_b3zwn70m07kv2niv.png,what number of large things are either purple rubber bookshelfs or coffee tables?,"[{'key': 'a', 'value': '3'}, {'key': 'b', 'value': '2'}]"
2TOL4bF0m5c0J3XT,3,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_4c0o6foq16nw236k.png,the thing that is the same color as the small metal television is what size?,"[{'key': 'a', 'value': 'small'}, {'key': 'b', 'value': 'large'}]"
DtN9ydKdZuershOK,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_8k9vana11jpf0abd.png,is there anything else that is the same color as the rubber bookshelf?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
YaHN9ugTiz7jn3F6,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_k29ut5qtuafa6hz1.png,how many big floor lamps are made of the same material as the large cyan bookshelf?,"[{'key': 'a', 'value': '3'}, {'key': 'b', 'value': '1'}]"
bGRhhn77rrzOShxb,4,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_dgrb2em8vytxlij3.png,there is a bookshelf that is the same size as the purple rubber coffee table; what is its color?,"[{'key': 'a', 'value': 'blue'}, {'key': 'b', 'value': 'red'}, {'key': 'c', 'value': 'yellow'}, {'key': 'd', 'value': 'brown'}, {'key': 'e', 'value': 'gray'}]"
6aIxraRI799J1672,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_rta3it85ixvy5olf.png,is there any other thing that has the same material as the tiny floor lamp?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
qJjqpiy87r0w6TGW,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_2d9046ebxynntemt.png,what number of objects are rubber things or metal things?,"[{'key': 'a', 'value': '6'}, {'key': 'b', 'value': '5'}]"
HXivf0FxeNOE467c,1,true-false,office,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ztzxuonvqlboys0p.png,is there a red object that has the same size as the red laptop?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
J6tUeHcdrLoTCzok,4,mcq,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_3822l53p1ygb8a22.png,there is a yellow thing that is made of the same material as the gray tire; what is its shape?,"[{'key': 'a', 'value': 'screwdriver'}, {'key': 'b', 'value': 'mechanic overalls'}, {'key': 'c', 'value': 'wrench'}, {'key': 'd', 'value': 'tire'}, {'key': 'e', 'value': 'hammer'}]"
lbT8RIy906bBRZQ8,3,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_oqlfuh5fsa21idh9.png,the metal bookshelf is what size?,"[{'key': 'a', 'value': 'small'}, {'key': 'b', 'value': 'large'}]"
e0o9tiwTv8r9sU5x,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_656kblhdv2f03wxc.png,what number of other things are the same size as the rubber floor lamp?,"[{'key': 'a', 'value': '3'}, {'key': 'b', 'value': '2'}]"
KET5ECevTu7kPxa7,3,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_50w6l0wf3evfauru.png,what material is the small red floor lamp?,"[{'key': 'a', 'value': 'rubber'}, {'key': 'b', 'value': 'metal'}]"
xwkJttcaRkHon3qF,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_wvw90ueomylsqzhl.png,how many green things are either tiny sofas or rubber objects?,"[{'key': 'a', 'value': '4'}, {'key': 'b', 'value': '2'}]"
